keys,en,ru
Спрессуй железо в цельные блоки.,Press iron into solid blocks.,Спрессуй железо в цельные блоки.
Спрессуй слитки в цельные блоки для компактного хранения.,Press ingots into solid blocks for compact storage.,Спрессуй слитки в цельные блоки для компактного хранения.
"Сталь не плавится в обычной печи: только домна, только кокс. Займёт площадку 2×2.",Steel won't melt in a regular furnace: blast furnace and coke only. Takes a 2×2 area.,"Сталь не плавится в обычной печи: только домна, только кокс. Займёт площадку 2×2."
Стальная кирка открыла золотые жилы — вперёд.,The steel pickaxe unlocked gold veins — go get them.,Стальная кирка открыла золотые жилы — вперёд.
Стальной бур,Steel Drill,Стальной бур
Стальной задел,Steel Groundwork,Стальной задел
Стальной крепёж,Steel Fasteners,Стальной крепёж
Стальной меч,Steel Sword,Стальной меч
Стальной прокат,Steel Rolling,Стальной прокат
Стальной резерв,Steel Reserve,Стальной резерв
Стальной ротор,Steel Rotor,Стальной ротор
Стальной топор,Steel Axe,Стальной топор
"Стальные детали, каркасы машин и конвейеры.","Steel parts, machine frames and conveyors.","Стальные детали, каркасы машин и конвейеры."
Стальные инструменты и детали,Steel tools and parts,Стальные инструменты и детали
Стальные кольца,Steel Rings,Стальные кольца
Стальные пружины,Steel Springs,Стальные пружины
Стальные стержни,Steel Rods,Стальные стержни
Стальные трубы,Steel Pipes,Стальные трубы
Стекло для линз и колб,Glass for lenses and flasks,Стекло для линз и колб
Стекловарня,Glassworks,Стекловарня
Строительный материал,Building material,Строительный материал
Сундук мастера,Master's Chest,Сундук мастера
Сундук побольше,A Bigger Chest,Сундук побольше
Суперкомпьютер,Supercomputer,Суперкомпьютер
Схемы T2,Tier 2 Circuits,Схемы T2
Схемы T3,Tier 3 Circuits,Схемы T3
Сшей костюмы для опасных биомов.,Sew suits for hazardous biomes.,Сшей костюмы для опасных биомов.
Сырая нефть,Crude oil,Сырая нефть
Сырьё для песка,Raw material for sand,Сырьё для песка
Сырьё для проката,Raw material for rolling,Сырьё для проката
Сырьё для резины,Raw material for rubber,Сырьё для резины
Сырьё для стальной эры,Raw material for the steel era,Сырьё для стальной эры
Сырьё промышленного века,Raw material of the industrial age,Сырьё промышленного века
"VII. Сертификация паровой фабрики","VII. Steam Factory Certification","VII. Сертификация паровой фабрики"
Стандартизированные корпуса,Standardized Casings,Стандартизированные корпуса
Автоматизируй выпуск одинаковых корпусов и котельных труб для расширения парового цеха.,Automate identical casings and boiler tubes for expanding the steam workshop.,Автоматизируй выпуск одинаковых корпусов и котельных труб для расширения парового цеха.
Собрать паровые корпуса,Assemble steam machine casings,Собрать паровые корпуса
Собрать бронзовые котельные трубки,Assemble bronze boiler tubes,Собрать бронзовые котельные трубки
Серийная сборка паровых машин,Serial steam machine assembly,Серийная сборка паровых машин
Запусти пресс и выпусти стандартизированные детали под давлением.,Run the press and manufacture standardized pressure-formed parts.,Запусти пресс и выпусти стандартизированные детали под давлением.
Спрессовать клапаны давления,Press pressure valves,Спрессовать клапаны давления
Спрессовать паровые поршни,Press steam pistons,Спрессовать паровые поршни
Сбалансировать маховики,Balance flywheels,Сбалансировать маховики
Точные детали для исследовательских наборов,Precision parts for research packs,Точные детали для исследовательских наборов
Смена без остановки,Continuous Shift,Смена без остановки
Докажи что цех способен долго перерабатывать руду а не выпускать единичные образцы.,Prove that the shop can process ore continuously instead of producing isolated samples.,Докажи что цех способен долго перерабатывать руду а не выпускать единичные образцы.
Раздробить железную руду,Crush iron ore,Раздробить железную руду
Спрессовать металлические пластины,Press metal plates,Спрессовать металлические пластины
Произвести кокс,Produce coke,Произвести кокс
Выплавить сталь,Smelt steel,Выплавить сталь
Промышленная производительность парового цеха,Industrial steam shop throughput,Промышленная производительность парового цеха
Пакетный анализ,Batch Analysis,Пакетный анализ
"Соедини два сборщика: первый выпускает исследовательские ядра, второй упаковывает их со сталью и коксом.","Connect two assemblers: the first produces research cores, while the second packages them with steel and coke.","Соедини два сборщика: первый выпускает исследовательские ядра, второй упаковывает их со сталью и коксом."
Установить два паровых сборщика,Place two Steam Assemblers,Установить два паровых сборщика
Выбрать рецепт исследовательского ядра,Select the research core recipe,Выбрать рецепт исследовательского ядра
Выбрать рецепт парового набора,Select the steam pack recipe,Выбрать рецепт парового набора
Собрать исследовательские ядра,Assemble research cores,Собрать исследовательские ядра
Собрать паровые исследовательские наборы,Assemble steam research packs,Собрать паровые исследовательские наборы
Запустить соединённую исследовательскую линию,Start the connected research line,Запустить соединённую исследовательскую линию
Готовность к исследованию электричества,Ready for electricity research,Готовность к исследованию электричества
Сырьё шестой эпохи,Raw material of the sixth age,Сырьё шестой эпохи
Твёрдая материя,Solid matter,Твёрдая материя
Технический кремний,Technical Silicon,Технический кремний
"Титан, вычисления и молекулярные технологии.","Titanium, computing and molecular technology.","Титан, вычисления и молекулярные технологии."
Титановая головка,Titanium Drill Head,Титановая головка
Титановая лихорадка,Titanium Rush,Титановая лихорадка
Титановые слитки,Titanium Ingots,Титановые слитки
Титановый бур,Titanium Drill,Титановый бур
Титановый запас,Titanium Reserve,Титановый запас
Титановый передел,Titanium Processing,Титановый передел
Тонкая электроника,Fine electronics,Тонкая электроника
Топливная база,Fuel Base,Топливная база
Топливная безопасность,Fuel security,Топливная безопасность
Топливные смеси,Fuel blends,Топливные смеси
Топливо для генератора,Fuel for the generator,Топливо для генератора
Топливо для домны,Fuel for the blast furnace,Топливо для домны
Топливо для печи,Fuel for the furnace,Топливо для печи
Топливо и углехимия,Fuel and carbon chemistry,Топливо и углехимия
Тотем энта,Ent Totem,Тотем энта
Точная механика,Precision mechanics,Точная механика
Точные приборы,Precision instruments,Точные приборы
Транзисторы и диоды,Transistors and diodes,Транзисторы и диоды
Транспорт жидкостей,Fluid transport,Транспорт жидкостей
Транспорт предметов,Item transport,Транспорт предметов
Трубопровод,Pipeline,Трубопровод
Трубопроводы,Pipelines,Трубопроводы
Турбины и насосы,Turbines and pumps,Турбины и насосы
Тысяча вещей под учётом,A thousand items accounted for,Тысяча вещей под учётом
Тысячи предметов в сети,Thousands of items in the network,Тысячи предметов в сети
Тяжёлая техника,Heavy machinery,Тяжёлая техника
Тяжёлое машиностроение,Heavy machine engineering,Тяжёлое машиностроение
Тяжёлые машины,Heavy machines,Тяжёлые машины
Углеволокно,Carbon Fiber,Углеволокно
Углехимия,Carbon Chemistry,Углехимия
Углубись в шахту и набей железа впрок.,Go deeper into the mine and stock up on iron.,Углубись в шахту и набей железа впрок.
Угольная пыль,Coal Dust,Угольная пыль
Угольный генератор,Coal Generator,Угольный генератор
Угольный разрез,Coal Pit,Угольный разрез
Улучши аккумуляторы.,Upgrade your batteries.,Улучши аккумуляторы.
Улучши сундук до второго уровня.,Upgrade the chest to tier two.,Улучши сундук до второго уровня.
Уплотнители машин,Machine seals,Уплотнители машин
Управление производством,Production management,Управление производством
Урановая программа,Uranium Program,Урановая программа
Урановый арсенал,Uranium Arsenal,Урановый арсенал
Установи панель под открытым небом.,Install the panel under the open sky.,Установи панель под открытым небом.
Фермстанция,Farming Station,Фермстанция
Финал текущей прогрессии,The finale of the current progression,Финал текущей прогрессии
Финал цепочки обогащения,The end of the beneficiation chain,Финал цепочки обогащения
Фольга,Foil,Фольга
Химический реактор,Chemical Reactor,Химический реактор
Хранение воды и пара,Storing water and steam,Хранение воды и пара
Хранение предметов,Item storage,Хранение предметов
Хранение сотен литров,Storing hundreds of liters,Хранение сотен литров
Хранение энергии,Energy storage,Хранение энергии
Цепочка обогащения,The beneficiation chain,Цепочка обогащения
Цифровое хранение жидкостей,Digital fluid storage,Цифровое хранение жидкостей
Цифровое хранилище,Digital storage,Цифровое хранилище
Чипы будущего,Chips of the future,Чипы будущего
Чипы и память,Chips and memory,Чипы и память
Чистый мифрил,Pure Mythril,Чистый мифрил
Чёрный камень,Black Stone,Чёрный камень
Шагни за предел классических вычислений.,Step beyond classical computing.,Шагни за предел классических вычислений.
Шахтёр,Miner,Шахтёр
Шлифовка линз,Lens Grinding,Шлифовка линз
Экзотические вычисления,Exotic computing,Экзотические вычисления
Экономия каждой жилы,Saving every vein,Экономия каждой жилы
Экстрактор,Extractor,Экстрактор
Электрическая эра потребует горы стали.,The electric era will demand mountains of steel.,Электрическая эра потребует горы стали.
Электродробилка,Electric Crusher,Электродробилка
Электромашины,Electric machines,Электромашины
Электронасосы,Electric Pumps,Электронасосы
Электроника высшего тира,Top-tier electronics,Электроника высшего тира
Электронные платы,Electronic Boards,Электронные платы
Электропереработка,Electric processing,Электропереработка
Электропечь и тяжёлые машины,Electric furnace and heavy machines,Электропечь и тяжёлые машины
Электроэнергия (EU),Electric power (EU),Электроэнергия (EU)
Электрум,Electrum,Электрум
Электрумовые провода,Electrum Wires,Электрумовые провода
Элитная генерация,Elite generation,Элитная генерация
Элитная панель,Elite Panel,Элитная панель
Эмиттер,Emitter,Эмиттер
Энергетика приборов,Instrument energetics,Энергетика приборов
Энергохранилище,Energy Storage,Энергохранилище
Энергохранилище T3,Tier 3 Energy Storage,Энергохранилище T3
Эра пластика,The Age of Plastic,Эра пластика
Эффективный прокат,Efficient rolling,Эффективный прокат
Ячейка 64k,64k Cell,Ячейка 64k
Обучение,Tutorial,Обучение
Необязательное обучение,Optional tutorial,Необязательное обучение
Следующая цель: %s,Next objective: %s,Следующая цель: %s
Подробности — в книге квестов,Details are in the quest book,Подробности — в книге квестов
Обучение: технологии,Tutorial: Technologies,Обучение: технологии
Путь развития,Path of Progression,Путь развития
"Нажми N и открой дерево технологий. Новые биомы открывают направления исследований, а победы над боссами снимают блокировку со следующих уровней фабрики.","Press N to open the technology tree. New biomes reveal research branches, while defeating bosses unlocks the next factory tiers.","Нажми N и открой дерево технологий. Новые биомы открывают направления исследований, а победы над боссами снимают блокировку со следующих уровней фабрики."
Открыть дерево технологий [N],Open the technology tree [N],Открыть дерево технологий [N]
Изучено: как открываются технологии,Learned: how technologies unlock,Изучено: как открываются технологии
Обучение: конвейеры,Tutorial: Conveyors,Обучение: конвейеры
Первый груз,First Cargo,Первый груз
"Соедини источник и приёмник лентой и подключи её к энергосети. Конвейер не забирает предметы сам: бур или машина должны передать груз на первую секцию, а направление ленты задаёт дальнейший маршрут.","Connect a source and destination with a belt and link it to the power grid. A conveyor does not pull items by itself: a drill or machine must hand cargo to the first segment, and belt direction defines the route.","Соедини источник и приёмник лентой и подключи её к энергосети. Конвейер не забирает предметы сам: бур или машина должны передать груз на первую секцию, а направление ленты задаёт дальнейший маршрут."
Переместить груз через 5 секций конвейера,Move cargo through 5 conveyor segments,Переместить груз через 5 секций конвейера
"Изучено: питание, направление и передача грузов","Learned: conveyor power, direction, and cargo transfer","Изучено: питание, направление и передача грузов"
Умная сортировка,Smart Sorting,Умная сортировка
"Открой конвейер клавишей взаимодействия. Укажи ID предмета в фильтре либо измени режим и приоритет: разрешающий фильтр пропускает только список, блокирующий — всё кроме списка.","Open a conveyor with the interact key. Enter an item ID in its filter or change the mode and priority: allow mode passes only listed items, while block mode passes everything else.","Открой конвейер клавишей взаимодействия. Укажи ID предмета в фильтре либо измени режим и приоритет: разрешающий фильтр пропускает только список, блокирующий — всё кроме списка."
Настроить непустой фильтр или приоритет,Configure a non-empty filter or priority,Настроить непустой фильтр или приоритет
Изучено: фильтры и приоритеты,Learned: filters and priorities,Изучено: фильтры и приоритеты
Обучение: энергия,Tutorial: Power,Обучение: энергия
Рабочая энергосеть,Working Power Grid,Рабочая энергосеть
"Поставь генератор, загрузи топливо и соедини его проводом с потребителем. Сеть считается рабочей, когда в ней есть генератор и машина, а дефицит энергии отсутствует.","Place a generator, load fuel, and connect it to a consumer with wire. A grid is operational when it contains a generator and a machine with no power deficit.","Поставь генератор, загрузи топливо и соедини его проводом с потребителем. Сеть считается рабочей, когда в ней есть генератор и машина, а дефицит энергии отсутствует."
Запустить стабильную энергосеть,Start a stable power grid,Запустить стабильную энергосеть
"Изучено: производство, потребление и дефицит EU","Learned: EU generation, consumption, and deficit","Изучено: производство, потребление и дефицит EU"
Обучение: модули,Tutorial: Modules,Обучение: модули
Модернизация машины,Machine Upgrade,Модернизация машины
"Создай модуль скорости. Он ускоряет обработку на 20%, но повышает расход энергии на 10%. Модули эффективности, вместимости и продуктивности меняют другие параметры машины.","Craft a speed module. It increases processing speed by 20% but raises energy use by 10%. Efficiency, capacity, and productivity modules modify other machine parameters.","Создай модуль скорости. Он ускоряет обработку на 20%, но повышает расход энергии на 10%. Модули эффективности, вместимости и продуктивности меняют другие параметры машины."
Скрафтить модуль скорости,Craft a speed module,Скрафтить модуль скорости
Изучено: преимущества и цена модулей,Learned: module benefits and tradeoffs,Изучено: преимущества и цена модулей
Установка модуля,Installing a Module,Установка модуля
"Открой производственную машину, возьми модуль скорости курсором и нажми на соответствующий слот. В машину можно установить до трёх модулей каждого типа.","Open a processing machine, pick up the speed module with the cursor, and click its matching slot. A machine can hold up to three modules of each type.","Открой производственную машину, возьми модуль скорости курсором и нажми на соответствующий слот. В машину можно установить до трёх модулей каждого типа."
Установить модуль скорости в машину,Install a speed module in a machine,Установить модуль скорости в машину
Изучено: установка и снятие модулей,Learned: installing and removing modules,Изучено: установка и снятие модулей
Подготовь запас стали для оружия и первых электрических машин.,Prepare a steel reserve for weapons and the first electric machines.,Подготовь запас стали для оружия и первых электрических машин.
Стальное оружие,Steel weapons,Стальное оружие
VI. Хранитель леса,VI. Forest Guardian,VI. Хранитель леса
Оружие против Энта,Weapon Against the Ent,Оружие против Энта
Энт охраняет переход к электрической эре. Стальной меч наносит достаточно урона, чтобы пробить его кору.,The Ent guards the path to the electric age. A steel sword deals enough damage to pierce its bark.,Энт охраняет переход к электрической эре. Стальной меч наносит достаточно урона, чтобы пробить его кору.
Скрафтить стальной меч,Craft a steel sword,Скрафтить стальной меч
Готовность к первому боссу,Ready for the first boss,Готовность к первому боссу
Падение хранителя,Fall of the Guardian,Падение хранителя
"Найди арену Энта в Лесу, уклоняйся от корней и саженцев и победи хранителя. Его страница откроет дальнейший путь Overworld.","Find the Ent's arena in the Forest, evade its roots and saplings, and defeat the guardian. Its page unlocks the next part of Overworld.","Найди арену Энта в Лесу, уклоняйся от корней и саженцев и победи хранителя. Его страница откроет дальнейший путь Overworld."
Победить Энта,Defeat the Ent,Победить Энта
Технология электричества,Electricity technology,Технология электричества
Путь в Пустыню,Path to the Desert,Путь в Пустыню
"Собери базовый пресс и подключи его к котлу — он откроет точные паровые детали.","Build the basic press and connect it to a boiler to unlock precision steam parts.","Собери базовый пресс и подключи его к котлу — он откроет точные паровые детали."
Прокат и точная механика,Rolling and precision mechanics,Прокат и точная механика
Запусти пресс и выпусти первые детали для машин высокого давления.,Run the press and produce the first high-pressure machine parts.,Запусти пресс и выпусти первые детали для машин высокого давления.
Сборка продвинутых паровых машин,Advanced steam machine assembly,Сборка продвинутых паровых машин
"Собери дробилку вокруг готового парового привода, затем подведи пар.","Build the crusher around a complete steam drive, then supply it with steam.","Собери дробилку вокруг готового парового привода, затем подведи пар."
Установи клапан давления и собери безопасную печь для непрерывной плавки.,Install a pressure valve and build a safe furnace for continuous smelting.,Установи клапан давления и собери безопасную печь для непрерывной плавки.
Механическое водоснабжение,Mechanical Water Supply,Механическое водоснабжение
Поставь бронзовую помпу на воду и соедини её с будущим котлом трубами.,Place a bronze pump on water and connect it to the future boiler with pipes.,Поставь бронзовую помпу на воду и соедини её с будущим котлом трубами.
Скрафтить механическую водяную помпу,Craft a mechanical water pump,Скрафтить механическую водяную помпу
Скрафтить ранние жидкостные трубы,Craft early fluid pipes,Скрафтить ранние жидкостные трубы
Поставить механическую водяную помпу,Place a mechanical water pump,Поставить механическую водяную помпу
Проложить трубы к котельной,Run pipes to the boiler room,Проложить трубы к котельной
Автоматическая подача воды без электричества,Automatic water supply without electricity,Автоматическая подача воды без электричества
Механическая логистика,Mechanical Logistics,Механическая логистика
Собери медленные механические ленты и проложи первую фабричную линию.,Build slow mechanical belts and lay the first factory line.,Собери медленные механические ленты и проложи первую фабричную линию.
Скрафтить механические конвейеры,Craft mechanical conveyors,Скрафтить механические конвейеры
Поставить механические конвейеры,Place mechanical conveyors,Поставить механические конвейеры
Перемещение предметов без электричества,Item transport without electricity,Перемещение предметов без электричества
"Поставь манипулятор между источником и лентой: жёлтый порт забирает предмет, зелёный выдаёт.","Place an inserter between the source and belt: the amber port takes an item and the green port outputs it.","Поставь манипулятор между источником и лентой: жёлтый порт забирает предмет, зелёный выдаёт."
Скрафтить механические манипуляторы,Craft mechanical inserters,Скрафтить механические манипуляторы
Поставить механические манипуляторы,Place mechanical inserters,Поставить механические манипуляторы
Переместить предметы манипуляторами,Transfer items with inserters,Переместить предметы манипуляторами
Настроить фильтр манипулятора,Configure an inserter filter,Настроить фильтр манипулятора
Железная производственная линия,Iron Production Line,Железная производственная линия
"Соедини паровую дробилку с паровой печью и выходным сундуком минимум двумя манипуляторами. Панель диагностики покажет разрыв, затор или машину, ограничивающую выпуск.","Connect the Steam Crusher to the Steam Furnace and an output chest with at least two inserters. The diagnostics panel shows disconnections, jams, and the machine limiting throughput.","Соедини паровую дробилку с паровой печью и выходным сундуком минимум двумя манипуляторами. Панель диагностики покажет разрыв, затор или машину, ограничивающую выпуск."
Произвести железную пыль,Produce iron dust,Произвести железную пыль
Выплавить железные слитки на линии,Smelt iron ingots on the line,Выплавить железные слитки на линии
Переместить предметы манипуляторами линии,Move items with the line inserters,Переместить предметы манипуляторами линии
Запустить соединённую железную линию,Start the connected iron line,Запустить соединённую железную линию
Автоматическая переработка железа,Automated iron processing,Автоматическая переработка железа
Диагностика узких мест,Bottleneck diagnostics,Диагностика узких мест
Автоматическая загрузка и выгрузка машин,Automatic machine loading and unloading,Автоматическая загрузка и выгрузка машин
Паровой сборщик,Steam Assembler,Паровой сборщик
"Собери паровой сборщик и выбери рецепт, чтобы заменить ручную обработку бронзовых деталей.","Build a Steam Assembler and select a recipe to replace manual bronze component work.","Собери паровой сборщик и выбери рецепт, чтобы заменить ручную обработку бронзовых деталей."
Скрафтить паровой сборщик,Craft a Steam Assembler,Скрафтить паровой сборщик
Поставить паровой сборщик,Place a Steam Assembler,Поставить паровой сборщик
Открыть паровой сборщик,Open a Steam Assembler,Открыть паровой сборщик
Выбрать рецепт бронзовых стержней,Select the bronze rod recipe,Выбрать рецепт бронзовых стержней
Настроить контроль выходного буфера,Configure output buffer control,Настроить контроль выходного буфера
Автоматическая сборка компонентов,Automated component assembly,Автоматическая сборка компонентов
Автоматизированная бронзовая мастерская,Automated Bronze Workshop,Автоматизированная бронзовая мастерская
Подай детали манипуляторами и собери запас промежуточных компонентов без верстака.,Feed parts with inserters and assemble a stock of intermediate components without a workbench.,Подай детали манипуляторами и собери запас промежуточных компонентов без верстака.
Собрать бронзовые стержни,Assemble bronze rods,Собрать бронзовые стержни
Собрать бронзовые кольца,Assemble bronze rings,Собрать бронзовые кольца
Собрать бронзовые болты,Assemble bronze bolts,Собрать бронзовые болты
Собрать бронзовые роторы,Assemble bronze rotors,Собрать бронзовые роторы
Собрать корпуса паровых машин,Assemble steam machine casings,Собрать корпуса паровых машин
Задать запас бронзовых стержней в выходной логистической сети,Set a bronze rod stock target in the output logistics network,Задать запас бронзовых стержней в выходной логистической сети
Назначить высокий приоритет производителю,Assign high priority to a producer,Назначить высокий приоритет производителю
Запустить несколько производителей при дефиците,Run multiple producers during a shortage,Запустить несколько производителей при дефиците
Объединить сборщики в складской производственный план,Link assemblers into a warehouse production plan,Объединить сборщики в складской производственный план
Включить запрос ингредиентов у парового сборщика,Enable ingredient requests on a Steam Assembler,Включить запрос ингредиентов у парового сборщика
Передать запрос ингредиентов через конвейер,Transmit an ingredient request through a conveyor,Передать запрос ингредиентов через конвейер
Настроить запрашивающий склад,Configure a requester warehouse,Настроить запрашивающий склад
Настроить склад-поставщик,Configure a provider warehouse,Настроить склад-поставщик
Настроить несколько правил одного склада,Configure multiple rules in one warehouse,Настроить несколько правил одного склада
Открыть обзор логистической сети,Open the logistics network overview,Открыть обзор логистической сети
Серийное производство паровых машин,Serial steam machine production,Серийное производство паровых машин
Стальная производственная линия,Steel Production Line,Стальная производственная линия
"Соедини коксовую печь, примитивную домну, паровой пресс и выходной сундук минимум тремя манипуляторами.","Connect the coke oven, primitive blast furnace, steam press, and output chest with at least three inserters.","Соедини коксовую печь, примитивную домну, паровой пресс и выходной сундук минимум тремя манипуляторами."
Произвести кокс на линии,Produce coke on the line,Произвести кокс на линии
Выплавить стальные слитки на линии,Smelt steel ingots on the line,Выплавить стальные слитки на линии
Прокатать стальные пластины на линии,Press steel plates on the line,Прокатать стальные пластины на линии
Переместить предметы стальной линии,Move items through the steel line,Переместить предметы стальной линии
Запустить соединённую стальную линию,Start the connected steel line,Запустить соединённую стальную линию
Автоматическая выплавка и прокат стали,Automated steel smelting and pressing,Автоматическая выплавка и прокат стали
Диагностика кокса и креозота,Coke and creosote diagnostics,Диагностика кокса и креозота
Креозотный контур,Creosote Loop,Креозотный контур
"Не сливай побочный продукт. Соедини коксовую печь, резервуар T1 и паровой котёл жидкостными трубами.","Do not waste the byproduct. Connect the coke oven, T1 fluid tank, and steam boiler with fluid pipes.","Не сливай побочный продукт. Соедини коксовую печь, резервуар T1 и паровой котёл жидкостными трубами."
Скрафтить ранний резервуар T1,Craft an early T1 fluid tank,Скрафтить ранний резервуар T1
Установить буфер креозота,Place a creosote buffer,Установить буфер креозота
Замкнуть креозотный контур,Complete the creosote loop,Замкнуть креозотный контур
Сжечь креозот в паровом котле,Burn creosote in a steam boiler,Сжечь креозот в паровом котле
Буфер побочного продукта,Byproduct buffer,Буфер побочного продукта
1 л креозота даёт 2 секунды горения котла,1 L of creosote provides 2 seconds of boiler burn time,1 л креозота даёт 2 секунды горения котла
Диагностика паровой сети,Steam Network Diagnostics,Диагностика паровой сети
Напорная гидравлика,Pressure Hydraulics,Напорная гидравлика
"Замени магистраль стальными трубами и раздели воду, пар и креозот направленными фильтрующими клапанами.","Upgrade the trunk line with steel pipes and separate water, steam, and creosote using directional filtered valves.","Замени магистраль стальными трубами и раздели воду, пар и креозот направленными фильтрующими клапанами."
Скрафтить трубы высокого давления,Craft high-pressure pipes,Скрафтить трубы высокого давления
Скрафтить фильтрующий клапан,Craft a filtered valve,Скрафтить фильтрующий клапан
Установить фильтрующий клапан,Place a filtered valve,Установить фильтрующий клапан
Выбрать жидкость в фильтре клапана,Select a fluid in the valve filter,Выбрать жидкость в фильтре клапана
Настроить направление клапана,Configure the valve direction,Настроить направление клапана
Настроить переливной режим клапана,Configure the valve overflow mode,Настроить переливной режим клапана
30 л/с по полностью улучшенной магистрали,30 L/s through a fully upgraded trunk line,30 л/с по полностью улучшенной магистрали
"Раздельные контуры воды, пара и креозота","Separate water, steam, and creosote loops","Раздельные контуры воды, пара и креозота"
Замкнутый водяной цикл,Closed Water Loop,Замкнутый водяной цикл
"Улучши механическую помпу. Паровой насос возвращает в котельную больше воды, чем потребляет пара, но для запуска ему нужна первая порция пара.","Upgrade the mechanical pump. The steam pump returns more water to the boiler room than it consumes in steam, but it needs an initial steam charge.","Улучши механическую помпу. Паровой насос возвращает в котельную больше воды, чем потребляет пара, но для запуска ему нужна первая порция пара."
Скрафтить паровой водяной насос,Craft a steam water pump,Скрафтить паровой водяной насос
Установить паровой водяной насос,Place a steam water pump,Установить паровой водяной насос
Открыть паровой водяной насос,Open the steam water pump,Открыть паровой водяной насос
Назначить насосу высокий приоритет пара,Set high steam priority for the pump,Назначить насосу высокий приоритет пара
Настроить автоматическое отключение насоса,Configure automatic pump shutoff,Настроить автоматическое отключение насоса
Запустить замкнутый водяной цикл,Start the closed water loop,Запустить замкнутый водяной цикл
